"1 day, 8:34:21.393550",2020-06-20T02:54:39.393550Z,https://www.instagram.com/p/CBlhXQ_FmMA/,463,62,2020-06-18T18:20:18.000Z,anniesblogworld,11180,1115
"1 day, 9:20:27.534354",2020-06-20T02:54:47.534354Z,https://www.instagram.com/p/CBlcGpGASXr/,137,30,2020-06-18T17:34:20.000Z,madison.kayys,6057,2630
"1 day, 10:37:08.257967",2020-06-20T02:54:55.257967Z,https://www.instagram.com/p/CBlTV98J6xn/,750,67,2020-06-18T16:17:47.000Z,azulenaroyer,43976,660
"1 day, 13:23:18.751489",2020-06-20T02:55:02.751489Z,https://www.instagram.com/p/CBlAVwmgPKC/,111,12,2020-06-18T13:31:44.000Z,theshadesofautumn__,10197,2714
"1 day, 13:54:02.015070",2020-06-20T02:55:10.015070Z,https://www.instagram.com/p/CBk81rDhpGE/,1406,74,2020-06-18T13:01:08.000Z,savvygreystyles,79951,3747
"2 days, 0:13:47.300068",2020-06-20T02:55:18.300068Z,https://www.instagram.com/p/CBj17dRg5sJ/,2829,63,2020-06-18T02:41:31.000Z,kenzie_shayne,53189,1790
"2 days, 0:30:32.431333",2020-06-20T02:55:25.431333Z,https://www.instagram.com/p/CBj0Bi7gCiD/,275,32,2020-06-18T02:24:53.000Z,southernbellesasha,1990,499
"2 days, 1:38:31.743442",2020-06-20T02:55:33.743442Z,https://www.instagram.com/p/CBjsQmSphhH/,55,15,2020-06-18T01:17:02.000Z,savedclassyandchic,13787,7461
"2 days, 1:41:13.351385",2020-06-20T02:55:41.351385Z,https://www.instagram.com/p/CBjr93qACIU/,2301,105,2020-06-18T01:14:28.000Z,vadastevens,15733,122
"2 days, 1:41:39.761634",2020-06-20T02:55:49.761634Z,https://www.instagram.com/p/CBjr7tNAhE9/,264,50,2020-06-18T01:14:10.000Z,anniemescall,48666,1381
"2 days, 2:41:11.486129",2020-06-20T02:55:54.486129Z,https://www.instagram.com/p/CBjlILqAlca/,275,137,2020-06-18T00:14:43.000Z,the.midwest.style,3422,2863
"2 days, 3:23:10.016930",2020-06-20T02:56:04.016930Z,https://www.instagram.com/p/CBjgV_9n-vu/,669,75,2020-06-17T23:32:54.000Z,caassseeeeyy,1908,852
"2 days, 3:57:38.491288",2020-06-20T02:56:12.491288Z,https://www.instagram.com/p/CBjcag5JF-x/,1097,99,2020-06-17T22:58:34.000Z,patti_moraes,67717,1878
"2 days, 5:36:47.578934",2020-06-20T02:56:20.578934Z,https://www.instagram.com/p/CBjRFQlgLtC/,657,76,2020-06-17T21:19:33.000Z,haleyparkerstyle,29458,1648
"2 days, 7:23:36.559822",2020-06-20T02:56:27.559822Z,https://www.instagram.com/p/CBjE3uNg_vF/,366,106,2020-06-17T19:32:51.000Z,madeby_mere,2259,2246
"2 days, 7:41:31.165999",2020-06-20T02:56:35.165999Z,https://www.instagram.com/p/CBjC1k6gBRJ/,28,14,2020-06-17T19:15:04.000Z,thecasualstyle_blog,480,206
"2 days, 9:24:08.078755",2020-06-20T02:56:44.078755Z,https://www.instagram.com/p/CBi3HCtht59/,602,30,2020-06-17T17:32:36.000Z,merissapence,14047,2992
"2 days, 10:24:48.542873",2020-06-20T02:56:50.542873Z,https://www.instagram.com/p/CBiwLfbgmxC/,415,98,2020-06-17T16:32:02.000Z,alainaeeeaton,11830,835
"2 days, 10:33:58.995898",2020-06-20T02:56:56.995898Z,https://www.instagram.com/p/CBivJBdAdoN/,494,188,2020-06-17T16:22:58.000Z,lindsayyrain,4082,1555
"2 days, 10:40:08.656412",2020-06-20T02:57:02.656412Z,https://www.instagram.com/p/CBiuckGlRZb/,480,134,2020-06-17T16:16:54.000Z,jennajenkins89,10386,3793
"2 days, 11:10:02.543379",2020-06-20T02:57:10.543379Z,https://www.instagram.com/p/CBirCnPAhU3/,149,17,2020-06-17T15:47:08.000Z,steph_pantzke,1795,1572
"2 days, 11:16:26.473410",2020-06-20T02:57:17.473410Z,https://www.instagram.com/p/CBiqUiJgIj0/,746,278,2020-06-17T15:40:51.000Z,styledbysantanna,6209,1758
"2 days, 11:17:52.585291",2020-06-20T02:57:24.585291Z,https://www.instagram.com/p/CBiqK4aHVzL/,314,95,2020-06-17T15:39:32.000Z,jackiesaland,31081,1903
"2 days, 11:40:30.255722",2020-06-20T02:57:32.255722Z,https://www.instagram.com/p/CBinmHnAF4i/,407,130,2020-06-17T15:17:02.000Z,cupcakes_and_life,88982,6976
"2 days, 11:41:38.550242",2020-06-20T02:57:39.550242Z,https://www.instagram.com/p/CBineprj3Tx/,641,85,2020-06-17T15:16:01.000Z,uniquelyjulz,65489,1364
"2 days, 11:52:17.092007",2020-06-20T02:57:47.092007Z,https://www.instagram.com/p/CBimRrWgiU3/,79,15,2020-06-17T15:05:30.000Z,rae.renea,2773,996
"2 days, 11:56:12.237089",2020-06-20T02:57:55.237089Z,https://www.instagram.com/p/CBil1_ogxpn/,479,347,2020-06-17T15:01:43.000Z,natskiih,18818,1931
"2 days, 12:49:47.078761",2020-06-20T02:58:03.078761Z,https://www.instagram.com/p/CBifucZgF2d/,2458,179,2020-06-17T14:08:16.000Z,sangiemamadoll,31233,1712
"2 days, 19:39:02.555558",2020-06-20T02:58:10.555558Z,https://www.instagram.com/p/CBhw55sAVni/,2,0,2020-06-17T07:19:08.000Z,breanne_idell,2611,7395
"3 days, 1:27:20.365050",2020-06-20T02:58:18.365050Z,https://www.instagram.com/p/CBhJD3_AT3K/,1461,107,2020-06-17T01:30:58.000Z,vadastevens,15733,122
"3 days, 3:39:47.023667",2020-06-20T02:58:26.023667Z,https://www.instagram.com/p/CBg56qQjVV1/,198,28,2020-06-16T23:18:39.000Z,benevolentbrooke,13805,54
"3 days, 3:42:55.088543",2020-06-20T02:58:33.088543Z,https://www.instagram.com/p/CBg5kkkJ96K/,858,252,2020-06-16T23:15:38.000Z,katie.h.snyder,7323,943
"3 days, 3:57:55.913254",2020-06-20T02:58:39.913254Z,https://www.instagram.com/p/CBg33ehpiba/,1523,88,2020-06-16T23:00:44.000Z,patti_moraes,67717,1878
"3 days, 5:10:11.791794",2020-06-20T02:58:48.791794Z,https://www.instagram.com/p/CBgvnU-gVbO/,760,68,2020-06-16T21:48:37.000Z,biancacloxton,26644,3326
"3 days, 6:19:05.048769",2020-06-20T02:58:57.048769Z,https://www.instagram.com/p/CBgnvs1hKgD/,687,25,2020-06-16T20:39:52.000Z,amandabanic_,6159,4654
"3 days, 6:26:12.960278",2020-06-20T02:59:03.960278Z,https://www.instagram.com/p/CBgm8ViAViq/,90,37,2020-06-16T20:32:51.000Z,darlingdaisyblogs,812,1121
"3 days, 6:53:18.697966",2020-06-20T02:59:11.697966Z,https://www.instagram.com/p/CBgj2zbJm1Q/,46,25,2020-06-16T20:05:53.000Z,career_kate,388,886
"3 days, 6:52:26.462116",2020-06-20T02:59:19.462116Z,https://www.instagram.com/p/CBgj-ITg8kp/,460,125,2020-06-16T20:06:53.000Z,rachhbybee,8330,2554
"3 days, 7:48:36.319201",2020-06-20T02:59:27.319201Z,https://www.instagram.com/p/CBgdjuqhhBC/,3,0,2020-06-16T19:10:51.000Z,slim_trimmy,111,668
"3 days, 8:33:28.751432",2020-06-20T02:59:34.751432Z,https://www.instagram.com/p/CBgYcCogtTq/,615,110,2020-06-16T18:26:06.000Z,spoonfuloftrish,5381,797
"3 days, 9:45:18.436998",2020-06-20T02:59:42.436998Z,https://www.instagram.com/p/CBgQO6jhX3D/,589,19,2020-06-16T17:14:24.000Z,amandabanic_,6159,4654
"3 days, 10:06:07.132194",2020-06-20T02:59:49.132194Z,https://www.instagram.com/p/CBgN3Q8HqUD/,343,145,2020-06-16T16:53:42.000Z,igggie,4347,1611
"3 days, 10:06:36.594696",2020-06-20T02:59:55.594696Z,https://www.instagram.com/p/CBgN0exAfWD/,563,230,2020-06-16T16:53:19.000Z,hannahkshepherd,8326,1016
"3 days, 10:51:11.986746",2020-06-20T03:00:01.986746Z,https://www.instagram.com/p/CBgIunoJvR5/,246,162,2020-06-16T16:08:50.000Z,freckledbyheathermarie,4362,1111
"3 days, 10:53:34.297758",2020-06-20T03:00:09.297758Z,https://www.instagram.com/p/CBgIeGZgSn1/,553,100,2020-06-16T16:06:35.000Z,ashleymarieblog_,7979,2096
"3 days, 13:49:46.451602",2020-06-20T03:00:16.451602Z,https://www.instagram.com/p/CBf0Ug-AKVL/,397,132,2020-06-16T13:10:30.000Z,jessicaedington_,7850,2968
"3 days, 15:03:32.914803",2020-06-20T03:00:24.914803Z,https://www.instagram.com/p/CBfr5LhAikh/,863,116,2020-06-16T11:56:52.000Z,tiffany_schutte,18333,2017
"3 days, 23:36:01.803097",2020-06-20T03:00:32.803097Z,https://www.instagram.com/p/CBexQkzA8fE/,824,88,2020-06-16T03:24:31.000Z,haleyparkerstyle,29458,1648
"4 days, 1:34:49.049110",2020-06-20T03:00:42.049110Z,https://www.instagram.com/p/CBejruagnos/,254,55,2020-06-16T01:25:53.000Z,mirandardavis,12793,4624
"4 days, 1:51:23.458825",2020-06-20T03:00:50.458825Z,https://www.instagram.com/p/CBehzT4AMsx/,405,42,2020-06-16T01:09:27.000Z,melgalmin,9209,2762
"4 days, 2:21:41.431471",2020-06-20T03:00:59.431471Z,https://www.instagram.com/p/CBeeWlrAnvL/,645,105,2020-06-16T00:39:18.000Z,spottedjules,14464,3489
"4 days, 2:25:32.412185",2020-06-20T03:01:07.412185Z,https://www.instagram.com/p/CBed7WugTz9/,163,41,2020-06-16T00:35:35.000Z,taylordmarks,2185,908
"4 days, 2:52:12.402281",2020-06-20T03:01:15.402281Z,https://www.instagram.com/p/CBea5A1AV81/,677,82,2020-06-16T00:09:03.000Z,cassidymendezona,32008,1571
"4 days, 3:01:02.413747",2020-06-20T03:01:24.413747Z,https://www.instagram.com/p/CBeZ5ZYD9bI/,899,221,2020-06-16T00:00:22.000Z,miss.kay_xo,30839,1576
"4 days, 3:04:52.125338",2020-06-20T03:01:33.125338Z,https://www.instagram.com/p/CBeZeX7jImE/,1170,174,2020-06-15T23:56:41.000Z,aprildilao,46153,2727
"4 days, 3:31:10.277178",2020-06-20T03:01:40.277178Z,https://www.instagram.com/p/CBeWemyjrfw/,178,16,2020-06-15T23:30:30.000Z,xsophiqx,3539,2230
